date,day,off,id,item_id,name,price,high,low,open,time,updated_at
1399-08-26,Mon,0,52500677,137203,price_dollar_rl,258980,260060,258950,260020,2020-11-16 00:00:00,2020-11-17 00:07:40
1399-08-27,Tue,0,52577697,137203,price_dollar_rl,258970,262060,258950,258960,2020-11-17 00:00:00,2020-11-18 00:07:29
1399-08-28,Wed,0,52645888,137203,price_dollar_rl,256220,259020,256150,259020,2020-11-18 00:00:00,2020-11-19 00:06:35
1399-08-29,Thu,0,52726020,137203,price_dollar_rl,256200,256260,256150,256170,2020-11-19 00:00:00,2020-11-20 00:06:54
1399-08-30,Fri,0,52726020,137203,price_dollar_rl,256200,256260,256150,256170,2020-11-19 00:00:00,2020-11-20 00:06:54
1399-09-01,Sat,0,52840486,137203,price_dollar_rl,259550,260560,256150,256250,2020-11-21 00:00:00,2020-11-22 00:04:26
1399-09-02,Sun,0,52847346,137203,price_dollar_rl,254530,258560,254450,258470,2020-11-22 00:00:00,2020-11-23 00:03:28
1399-09-03,Mon,0,52862381,137203,price_dollar_rl,255450,256060,255450,256030,2020-11-23 00:00:00,2020-11-24 00:05:55
1399-09-04,Tue,0,52938493,137203,price_dollar_rl,250460,255560,250450,255470,2020-11-24 00:00:00,2020-11-25 00:08:44
1399-09-05,Wed,0,53005459,137203,price_dollar_rl,249500,250570,249500,250490,2020-11-25 00:00:00,2020-11-26 10:26:23
1399-09-06,Thu,0,53073811,137203,price_dollar_rl,247570,248570,247460,248500,2020-11-26 00:00:00,2020-11-27 00:07:32
1399-09-07,Fri,0,53192836,137203,price_dollar_rl,247530,247570,247460,247560,2020-11-28 00:00:00,2020-11-29 00:05:21
1399-09-08,Sat,0,53192836,137203,price_dollar_rl,247530,247570,247460,247560,2020-11-28 00:00:00,2020-11-29 00:05:21
1399-09-09,Sun,0,53202703,137203,price_dollar_rl,245510,247570,243950,247560,2020-11-29 00:00:00,2020-11-30 00:02:45
1399-09-10,Mon,0,53213757,137203,price_dollar_rl,250030,253050,245460,245490,2020-11-30 00:00:00,2020-12-01 00:04:59
1399-09-11,Tue,0,53288970,137203,price_dollar_rl,256160,256270,245160,250070,2020-12-01 00:00:00,2020-12-02 00:07:37
1399-09-12,Wed,0,53361819,137203,price_dollar_rl,256230,256270,256160,256190,2020-12-02 00:00:00,2020-12-03 00:06:57
1399-09-13,Thu,0,53441644,137203,price_dollar_rl,254680,254770,254640,254730,2020-12-03 00:00:00,2020-12-04 00:06:08
1399-09-14,Fri,0,53441644,137203,price_dollar_rl,254680,254770,254640,254730,2020-12-03 00:00:00,2020-12-04 00:06:08
1399-09-15,Sat,0,53529969,137203,price_dollar_rl,257020,257050,254670,254710,2020-12-05 00:00:00,2020-12-06 00:04:23
1399-09-16,Sun,0,53535058,137203,price_dollar_rl,255950,257050,255940,256950,2020-12-06 00:00:00,2020-12-07 00:02:45
1399-09-17,Mon,0,53578323,137203,price_dollar_rl,255950,256050,255940,256010,2020-12-07 00:00:00,2020-12-08 00:04:56
1399-09-18,Tue,0,53630720,137203,price_dollar_rl,255940,256050,255940,255980,2020-12-08 00:00:00,2020-12-09 00:04:59
1399-09-19,Wed,0,53710986,137203,price_dollar_rl,259770,259850,255940,255970,2020-12-09 00:00:00,2020-12-10 00:07:48
1399-09-20,Thu,0,53790115,137203,price_dollar_rl,260650,261250,260640,261250,2020-12-10 00:00:00,2020-12-11 00:07:55
1399-09-21,Fri,0,53899091,137203,price_dollar_rl,260050,260750,259940,260750,2020-12-12 00:00:00,2020-12-13 00:04:29
1399-09-22,Sat,0,53899091,137203,price_dollar_rl,260050,260750,259940,260750,2020-12-12 00:00:00,2020-12-13 00:04:29
1399-09-23,Sun,0,53903073,137203,price_dollar_rl,258040,260050,257940,259960,2020-12-13 00:00:00,2020-12-14 00:01:41
1399-09-24,Mon,0,53912090,137203,price_dollar_rl,256950,258050,256940,257980,2020-12-14 00:00:00,2020-12-15 00:05:00
1399-09-25,Tue,0,53991044,137203,price_dollar_rl,258540,258550,256440,256960,2020-12-15 00:00:00,2020-12-16 00:06:53
1399-09-26,Wed,0,54056207,137203,price_dollar_rl,258030,259550,257940,258480,2020-12-16 00:00:00,2020-12-17 00:06:58
1399-09-27,Thu,0,54130622,137203,price_dollar_rl,258020,258050,257940,258040,2020-12-17 00:00:00,2020-12-18 00:06:01
1399-09-28,Fri,0,54249401,137203,price_dollar_rl,254990,257550,254940,257440,2020-12-19 00:00:00,2020-12-20 00:04:00
1399-09-29,Sat,0,54249401,137203,price_dollar_rl,254990,257550,254940,257440,2020-12-19 00:00:00,2020-12-20 00:04:00
1399-09-30,Sun,0,54254285,137203,price_dollar_rl,253960,255050,253940,255050,2020-12-20 00:00:00,2020-12-21 00:01:48
1399-10-01,Mon,0,54256856,137203,price_dollar_rl,254470,254550,252940,253940,2020-12-21 00:00:00,2020-12-22 00:02:37
1399-10-02,Tue,0,54283612,137203,price_dollar_rl,255160,255250,254440,254460,2020-12-22 00:00:00,2020-12-23 00:03:45
1399-10-03,Wed,0,54351720,137203,price_dollar_rl,257850,257850,255140,255250,2020-12-23 00:00:00,2020-12-24 00:04:21
1399-10-04,Thu,0,54435250,137203,price_dollar_rl,258620,262050,257740,257810,2020-12-24 00:00:00,2020-12-25 00:04:34
1399-10-05,Fri,0,54482856,137203,price_dollar_rl,257110,258650,257040,258570,2020-12-26 00:00:00,2020-12-27 00:01:56
1399-10-06,Sat,0,54482856,137203,price_dollar_rl,257110,258650,257040,258570,2020-12-26 00:00:00,2020-12-27 00:01:56
1399-10-07,Sun,0,54485479,137203,price_dollar_rl,257430,257450,256840,257120,2020-12-27 00:00:00,2020-12-28 00:01:49
1399-10-08,Mon,0,54494007,137203,price_dollar_rl,257360,257450,257340,257350,2020-12-28 00:00:00,2020-12-29 00:03:34
1399-10-09,Tue,0,54559726,137203,price_dollar_rl,256960,257450,256940,257440,2020-12-29 00:00:00,2020-12-30 00:04:21
1399-10-10,Wed,0,54627364,137203,price_dollar_rl,257040,257050,256940,256980,2020-12-30 00:00:00,2020-12-31 00:04:10
1399-10-11,Thu,0,54700733,137203,price_dollar_rl,257010,257050,256940,257020,2020-12-31 00:00:00,2021-01-01 00:04:22
1399-10-12,Fri,0,54740554,137203,price_dollar_rl,256190,257050,256140,256990,2021-01-02 00:00:00,2021-01-03 00:01:51
1399-10-13,Sat,0,54740554,137203,price_dollar_rl,256190,257050,256140,256990,2021-01-02 00:00:00,2021-01-03 00:01:51
1399-10-14,Sun,0,54743511,137203,price_dollar_rl,255670,256250,255640,256160,2021-01-03 00:00:00,2021-01-04 00:01:27
1399-10-15,Mon,0,54752169,137203,price_dollar_rl,257640,257750,255640,255650,2021-01-04 00:00:00,2021-01-05 00:03:28
1399-10-16,Tue,0,54833121,137203,price_dollar_rl,259020,259050,257640,257740,2021-01-05 00:00:00,2021-01-06 00:05:18
1399-10-17,Wed,0,54895483,137203,price_dollar_rl,258540,259050,258440,259030,2021-01-06 00:00:00,2021-01-07 00:04:37
1399-10-18,Thu,0,54973660,137203,price_dollar_rl,255510,257550,255440,257530,2021-01-07 00:00:00,2021-01-08 00:04:29
1399-10-19,Fri,0,55089587,137203,price_dollar_rl,248660,255550,248640,255550,2021-01-09 00:00:00,2021-01-10 00:04:30
1399-10-20,Sat,0,55089587,137203,price_dollar_rl,248660,255550,248640,255550,2021-01-09 00:00:00,2021-01-10 00:04:30
1399-10-21,Sun,0,55094398,137203,price_dollar_rl,248520,248690,245840,248690,2021-01-10 00:00:00,2021-01-11 00:01:51
1399-10-22,Mon,0,55103186,137203,price_dollar_rl,248490,249550,248440,248450,2021-01-11 00:00:00,2021-01-12 00:03:40
1399-10-23,Tue,0,55180751,137203,price_dollar_rl,248440,248550,248440,248540,2021-01-12 00:00:00,2021-01-13 00:04:44
1399-10-24,Wed,0,55246353,137203,price_dollar_rl,244980,248550,244940,248520,2021-01-13 00:00:00,2021-01-14 00:05:59
1399-10-25,Thu,0,55326530,137203,price_dollar_rl,239530,242950,239440,242870,2021-01-14 00:00:00,2021-01-15 00:06:14
1399-10-26,Fri,0,55326530,137203,price_dollar_rl,239530,242950,239440,242870,2021-01-14 00:00:00,2021-01-15 00:06:14
1399-10-27,Sat,0,55442082,137203,price_dollar_rl,229470,239540,229440,239540,2021-01-16 00:00:00,2021-01-17 00:05:59
1399-10-28,Sun,0,55442082,137203,price_dollar_rl,229470,239540,229440,239540,2021-01-16 00:00:00,2021-01-17 00:05:59
1399-10-29,Mon,0,55453928,137203,price_dollar_rl,218010,229550,217900,229550,2021-01-18 00:00:00,2021-01-19 00:03:56
1399-10-30,Tue,0,55515431,137203,price_dollar_rl,217950,217950,203860,215900,2021-01-19 00:00:00,2021-01-20 00:04:35
1399-11-01,Wed,0,55590225,137203,price_dollar_rl,227520,227550,217840,217940,2021-01-20 00:00:00,2021-01-21 00:04:20
1399-11-02,Thu,0,55669150,137203,price_dollar_rl,226550,226550,226440,226510,2021-01-21 00:00:00,2021-01-22 00:04:07
1399-11-03,Fri,0,55785741,137203,price_dollar_rl,224320,226530,224240,226530,2021-01-23 00:00:00,2021-01-24 00:03:01
1399-11-04,Sat,0,55785741,137203,price_dollar_rl,224320,226530,224240,226530,2021-01-23 00:00:00,2021-01-24 00:03:01
1399-11-05,Sun,0,55789454,137203,price_dollar_rl,224340,224350,224240,224340,2021-01-24 00:00:00,2021-01-25 00:01:16
1399-11-06,Mon,0,55798563,137203,price_dollar_rl,229660,229750,224240,224250,2021-01-25 00:00:00,2021-01-26 00:03:18
1399-11-07,Tue,0,55877303,137203,price_dollar_rl,229180,229750,229140,229720,2021-01-26 00:00:00,2021-01-27 00:04:30
1399-11-08,Wed,0,55938567,137203,price_dollar_rl,234130,234150,229140,229150,2021-01-27 00:00:00,2021-01-28 00:04:58
1399-11-09,Thu,0,56016874,137203,price_dollar_rl,232110,234150,232040,234070,2021-01-28 00:00:00,2021-01-29 00:05:30
1399-11-10,Fri,0,56135021,137203,price_dollar_rl,237170,237250,232040,232050,2021-01-30 00:00:00,2021-01-31 00:03:30
1399-11-11,Sat,0,56135021,137203,price_dollar_rl,237170,237250,232040,232050,2021-01-30 00:00:00,2021-01-31 00:03:30
1399-11-12,Sun,0,56138787,137203,price_dollar_rl,239210,239250,237140,237180,2021-01-31 00:00:00,2021-02-01 00:01:34
1399-11-13,Mon,0,56150681,137203,price_dollar_rl,238720,239170,238640,239170,2021-02-01 00:00:00,2021-02-02 00:03:54
1399-11-14,Tue,0,56230057,137203,price_dollar_rl,238710,238750,238640,238650,2021-02-02 00:00:00,2021-02-03 00:03:59
1399-11-15,Wed,0,56299707,137203,price_dollar_rl,237660,238750,237640,238680,2021-02-03 00:00:00,2021-02-04 00:05:27
1399-11-16,Thu,0,56377371,137203,price_dollar_rl,237470,237550,237440,237500,2021-02-04 00:00:00,2021-02-05 00:03:46
1399-11-17,Fri,0,56377371,137203,price_dollar_rl,237470,237550,237440,237500,2021-02-04 00:00:00,2021-02-05 00:03:46
1399-11-18,Sat,0,56498030,137203,price_dollar_rl,237550,237550,237440,237520,2021-02-06 00:00:00,2021-02-07 00:03:27
1399-11-19,Sun,0,56501761,137203,price_dollar_rl,236960,237550,236940,237490,2021-02-07 00:00:00,2021-02-08 00:01:19
1399-11-20,Mon,0,56510629,137203,price_dollar_rl,236940,237050,236940,237050,2021-02-08 00:00:00,2021-02-09 00:04:09
1399-11-21,Tue,0,56591761,137203,price_dollar_rl,241030,241050,238940,238970,2021-02-09 00:00:00,2021-02-10 00:05:01
1399-11-22,Wed,0,56725799,137203,price_dollar_rl,246960,247050,245940,245960,2021-02-11 00:00:00,2021-02-12 00:04:52
1399-11-23,Thu,0,56725799,137203,price_dollar_rl,246960,247050,245940,245960,2021-02-11 00:00:00,2021-02-12 00:04:52
1399-11-24,Fri,0,56725799,137203,price_dollar_rl,246960,247050,245940,245960,2021-02-11 00:00:00,2021-02-12 00:04:52
1399-11-25,Sat,0,56828713,137203,price_dollar_rl,249810,249850,246940,247040,2021-02-13 00:00:00,2021-02-14 00:03:35
1399-11-26,Sun,0,56832894,137203,price_dollar_rl,249770,249850,249740,249830,2021-02-14 00:00:00,2021-02-15 00:01:33
